gene	log2FC
CDK2	-0.721
ERBB2	-4.908
MKI67	-0.258
KRAS	2.646
SYK	4.824
SYK	4.72
SYK	0.85
CDK6	-3.197
AKT1	-0.003
GATA3	-3.218
CDKN1B	4.71
MKI67	-0.911
MKI67	-4.946
CCNE1	0.667
RB1	-1.758
TP53	3.412
MAPK1	-4.146
GATA3	1.165
LCK	3.246
REL	-2.68
ABL1	-0.272
AKT1	-3.898
BRCA1	-3.486
STAT3	2.241
SMAD4	-4.056
REL	4.087
STAT3	-1.636
CXCL8	-0.902
NFKB1	0.848
FGFR2	3.085
HRAS	-0.262
E2F1	4.186
PTEN	0.987
APC	3.701
KIT	-4.997
NOTCH1	-0.111
CDK4	-1.401
CCNE1	0.624
SMAD4	-1.31
HIF1A	4.773
PTEN	4.362
TNF	-0.345
KIT	3.092
MDM2	4.291
CDH1	1.004
PDGFRA	3.428
MAPK3	1.695
IL10	-4.822
BRAF	-1.762
TNF	-1.71
FGFR1	0.282
E2F2	2.296
CCNE1	-4.815
MYC	-4.862
MYC	0.099
IL6	-0.859
RAF1	-4.802
FGFR2	-2.305
NRAS	2.356
E2F2	-2.858
E2F1	1.48
NOTCH1	-4.335
MAP2K1	-1.715
GATA3	-4.191
MYC	-2.286
CDKN1A	3.062
VHL	-0.9
MET	-4.544
KIT	-4.874
PTEN	-3.124
RAF1	3.364
MAP2K1	1.196
STAT3	0.169
ABL1	2.764
CDK2	-2.385
MYC	-3.045
MAPK3	-0.914
TNF	-0.548
BRCA1	3.837
CXCL8	-1.252
HIF1A	-0.166
IL10	-0.752
CDH1	-2.44
EGFR	-1.099
MYC	-0.217
BRCA1	-2.656
MAPK1	-0.569
MAP2K2	-4.596
SRC	3.498
MYC	4.385
MYC	-0.114
FGFR2	3.982
NRAS	-0.434
PCNA	2.846
MAPK3	4.852
TP53	-0.168
ABL1	-2.552
E2F1	1.975
NFKB1	3.222
BRCA1	-1.417
CDK6	3.717
MAP2K1	-4.922
APC	3.848
BRCA2	-0.833
PDGFRA	-2.794
STAT3	4.999
PIK3CA	1.591
VHL	-0.874
BRAF	-1.966
JAK2	4.008
FGFR1	3.346
LCK	0.674
SOS1	1.042
MKI67	-2.079
TP53	-2.318
CDK6	-4.41
GATA3	-0.1
RB1	0.852
FOS	0.832
CXCL8	1.739
MAPK3	1.977
TNF	-1.278
GRB2	-2.143
FGFR3	-2.276
BRCA2	-2.442
EGFR	-4.8
STAT3	4.612
HIF1A	2.735
CCND1	-4.142
BRAF	-2.699
SYK	3.034
SYK	-2.626
CDK4	3.33
MAP2K1	3.413
ABL1	4.059
IL10	0.896
FGFR3	-3.219
AKT1	0.888
IL10	2.058
FGFR3	1.597
SYK	-4.352
PIK3CA	-2.199
TNF	-0.6
CCNE1	1.745
MYC	2.595
MYC	-1.303
BRAF	-2.761
ERBB2	0.391
CDKN2A	-0.334
NOTCH1	-0.028
CDKN1A	-2.724
PIK3CA	-3.717
E2F1	-1.757
TERT	-1.774
SOS1	3.712
TNF	-2.638
MAP2K1	0.789
RB1	-4.027
FOS	-2.115
VHL	-2.402
RAF1	1.66
MAP2K1	-3.536
KIT	-4.216
LCK	-0.883
ABL1	2.075
CDK6	0.491
CXCL8	-2.693
MYC	-1.905
TNF	2.414
EGFR	0.754
SHC1	1.756
MAP2K2	3.244
CDK2	4.39
SHC1	-2.348
EGFR	-4.188
HRAS	3.032
VHL	-0.15
AKT1	-2.565
NOTCH1	1.938
AKT1	0.841
BRCA2	-0.856
FOS	1.033
CDKN1B	4.183
MAPK3	-1.669
CDK4	1.063
SMAD4	2.112
EGFR	-4.484
RB1	3.201
GRB2	3.586
KIT	-2.573
KIT	-0.808
MAPK1	-3.439
MYC	-3.025
RAF1	-1.754
FGFR1	-0.687
CDK2	4.968
KIT	-3.651
GATA3	1.748
SHC1	3.308
E2F1	1.593
JAK2	-1.888
JAK2	-3.653
IL10	2.022
TNF	1.778
JAK2	3.029
HIF1A	-3.959
NOTCH1	3.424
LCK	3.803
CDK4	-0.626
EGFR	-4.689
SYK	1.226
CXCL8	2.355
FGFR3	-3.749
MET	-1.397
MAP2K2	1.715
SYK	-1.906
JAK2	4.007
TERT	-3.758
CDH1	1.07
IL10	4.231
CCND1	-1.338
MAP2K1	3.048
MAPK3	-4.586
GATA3	-2.759
GATA3	0.084
KIT	2.249
JUN	3.146
HRAS	3.481
NFKB1	2.762
VHL	-2.384
TNF	-0.621
ABL1	0.427
PDGFRA	2.344
MAP2K2	1.902
MDM2	-3.739
MAPK3	0.555
JAK2	2.74
FGFR2	-3.095
JAK2	-4.471
CDK2	3.883
BRCA2	4.462
CXCL8	0.594
FGFR2	3.508
FOS	2.795
JUN	-3.383
IL6	-4.427
BRAF	-3.027
VHL	4.246
ERBB2	2.847
BRCA1	-3.168
E2F2	-4.337
NOTCH1	-0.037
LCK	0.597
KIT	-1.84
RB1	-4.696
E2F2	-1.455
SRC	-2.85
ERBB2	-1.402
FGFR2	-2.322
ABL1	2.824
CCND1	1.948
PTEN	4.48
GATA3	-3.658
RB1	4.953
PIK3CA	3.173
FGFR2	-2.222
FGFR1	4.852
STAT3	-4.593
SOS1	-4.419
SHC1	-4.378
CXCL8	4.321
MYC	-2.187
AKT1	-4.727
BRCA2	0.716
GATA3	-1.677
CDH1	2.25
IL10	-2.848
FGFR1	1.643
SRC	4.977
MAP2K2	0.05
REL	-2.242
FGFR2	-1.129
CDKN2A	1.535
IL10	2.56
GATA3	1.524
SHC1	3.769
CCNE1	0.327
CDH1	1.588
FGFR3	-0.36
STAT3	0.953
CCNE1	-1.218
MAPK1	3.484
REL	-3.6
GRB2	4.964
CDK2	1.07
FGFR2	0.62
CDKN1B	1.598
SYK	-2.305
AKT1	-0.697
HIF1A	1.765
SMAD4	4.016
MAP2K2	2.826
CXCL8	-3.659
FOS	-0.537
MKI67	-1.784
SRC	-2.767
MAPK1	-2.383
NRAS	-1.874
EGFR	-1.16
ABL1	4.817
BRCA2	-3.667
NOTCH1	0.371
ERBB2	1.813
AKT1	-0.943
FGFR1	-3.685
CDK2	-4.444
E2F1	0.781
E2F1	4.776
TERT	2.122
ABL1	-0.418
CDKN2A	-2.796
CDK2	3.998
PIK3CA	3.743
TNF	2.768
GRB2	-4.477
SYK	-4.607
PIK3CA	-4.665
VHL	-0.928
PIK3CA	-3.742
RB1	-3.26
PCNA	-3.944
PIK3CA	2.522
SYK	4.777
NRAS	-0.809
NOTCH1	-1.012
NOTCH1	3.728
SHC1	4.793
HIF1A	1.864
ABL1	-0.36
CDH1	-4.784
KIT	-0.545
CCNE1	3.391
TNF	-1.447
RB1	0.608
E2F1	1.19
CDK6	-4.844
NOTCH1	0.643
FGFR2	-4.132
E2F1	3.428
CCNE1	-3.352
MAPK3	0.025
CDK6	-1.617
CDKN1A	-0.789
CDKN1B	-3.118
SMAD4	1.014
CCND1	-1.233
BRAF	3.559
CCNE1	-3.948
IL10	-0.316
RAF1	-3.383
JAK2	3.452
NFKB1	-0.179
PIK3CA	-4.028
IL6	-3.342
SHC1	-4.833
ERBB2	-3.68
REL	2.277
PDGFRA	-3.838
PCNA	0.2
MDM2	4.748
SYK	1.318
CXCL8	4.558
BRCA2	-4.544
NFKB1	-1.123
FOS	1.877
GATA3	3.716
CCND1	0.385
JAK2	-1.935
CDKN1B	-1.546
TNF	-1.743
FOS	3.535
TNF	-2.959
SOS1	1.766
VHL	3.269
PDGFRA	-3.884
GRB2	2.531
CDKN2A	4.298
PIK3CA	-1.849
E2F2	0.57
PTEN	0.972
PCNA	-1.466
FGFR3	2.496
HIF1A	0.209
REL	-3.851
STAT3	0.932
PDGFRA	-2.369
JAK2	-0.467
ABL1	0.268
CCNE1	-1.577
FGFR3	3.311
IL10	0.985
MKI67	-1.389
CCND1	2.463
FOS	-3.81
BRCA1	0.8
FGFR1	1.301
PTEN	-1.123
VHL	1.332
BRCA2	-0.55
MAP2K2	-1.174
JUN	2.32
PTEN	-0.501
ERBB2	1.824
CDK2	3.048
HIF1A	1.485
CDKN1A	3.387
CCNE1	3.463
TNF	-0.68
SRC	2.619
MDM2	0.324
RB1	-2.997
CCND1	-0.745
CXCL8	-2.997
PCNA	4.511
KIT	3.143
PIK3CA	2.664
FGFR3	-3.266
SOS1	-0.668
ABL1	-4.999
GATA3	3.862
CDKN2A	-1.821
BRCA2	3.775
BRAF	-4.244
HRAS	-1.38
CDKN1A	2.714
GRB2	-3.834
CXCL8	4.184
NOTCH1	-4.92
BRCA2	1.465
RB1	-3.048
AKT1	4.585
SMAD4	-3.492
GATA3	-4.561
KIT	-1.868
APC	-0.077
VHL	-2.846
SOS1	-1.073
NRAS	-4.988
NOTCH1	-3.028
FGFR2	4.221
PDGFRA	1.574
BRAF	-3.947
AKT1	-1.514
APC	3.263
FGFR3	4.947
FGFR3	3.946
CDH1	-3.473
CDK6	0.941
NFKB1	3.82
PCNA	-4.19
CCND1	4.931
CCND1	4.713
CDKN1B	0.202
ERBB2	0.447
CDH1	-3.324
VHL	-4.821
REL	-2.633
GRB2	1.141
KRAS	2.058
PIK3CA	-0.237
E2F1	0.533
MDM2	-1.884
ABL1	-2.635
TP53	-1.607
MAPK3	-2.309
FGFR1	0.415
MAP2K1	-2.063
SRC	3.206
PDGFRA	0.427
EGFR	-4.263
MAPK1	-4.074
TERT	4.886
CDH1	-4.402
FGFR2	-1.545
SOS1	4.823
NFKB1	4.831
NOTCH1	4.051
HIF1A	3.219
PDGFRA	-1.543
ABL1	0.338
BRAF	3.288
MYC	-2.749
ABL1	-4.362
FGFR2	-4.576
KIT	1.036
CCNE1	-2.793
MAPK1	-2.318
MDM2	-4.337
MET	4.236
CDH1	0.313
EGFR	-1.62
PTEN	-0.179
MAP2K2	-4.257
E2F1	3.965
SYK	-3.609
RB1	1.045
NFKB1	2.392
KRAS	1.351
TERT	2.858
IL10	1.757
STAT3	3.169
GATA3	2.626
SRC	-4.689
MAP2K1	4.543
MAP2K2	-2.074
MKI67	2.974
CDKN2A	1.75
KIT	3.942
PDGFRA	2.676
RB1	2.22
TNF	0.697
CDKN1B	-4.906
FGFR1	0.326
NFKB1	2.001
AKT1	4.003
MKI67	-2.2
CDKN2A	-0.73
CDH1	4.998
FGFR3	3.297
IL10	-0.312
TP53	4.682
GATA3	-0.306
SYK	1.93
TERT	3.314
STAT3	3.854
BRCA1	4.07
BRCA1	-2.92
NRAS	-0.832
E2F2	3.368
CXCL8	0.533
VEGFA	3.053
AKT1	-1.417
TERT	-1.958
APC	-0.154
KRAS	-3.859
ABL1	2.407
VEGFA	-3.483
KIT	3.191
FGFR1	4.129
MET	-4.601
APC	-0.291
SHC1	-3.157
RB1	-1.997
EGFR	2.192
PTEN	2.684
GATA3	3.665
FOS	-0.661
TP53	-4.109
RB1	0.938
ABL1	1.156
EGFR	2.486
NOTCH1	-0.964
CDK4	-4.623
ERBB2	3.095
TP53	4.31
AKT1	3.541
FGFR3	2.966
CCNE1	-3.453
APC	-4.933
MAPK1	-0.39
HIF1A	-2.578
MKI67	-1.155
RAF1	0.733
IL6	-4.135
JAK2	-0.27
CDKN1A	-4.818
PCNA	-4.79
MKI67	-4.701
PCNA	-3.866
BRCA2	3.743
STAT3	-3.788
SYK	1.61
CCNE1	-0.542
CCND1	-0.417
BRCA1	4.401
RB1	-3.973
MKI67	-3.015
FGFR3	4.757
MKI67	1.517
JAK2	-2.153
CDH1	-1.543
JUN	2.815
KRAS	-3.917
IL6	-1.857
SOS1	-1.666
VHL	-3.063
MDM2	0.808
NRAS	-4.232
SHC1	-2.47
CCNE1	-4.68
TP53	-0.143
CCNE1	2.917
SOS1	-0.289
AKT1	-0.325
ABL1	2.342
MDM2	-4.861
CDK2	3.046
AKT1	-4.631
RB1	1.165
STAT3	1.247
ABL1	1.304
JUN	-1.531
MAPK1	-2.239
HIF1A	-0.809
SHC1	-2.875
APC	1.98
ERBB2	3.136
NOTCH1	-4.187
SMAD4	-1.927
TP53	2.585
CXCL8	2.356
MDM2	0.519
RB1	2.755
NOTCH1	0.897
SMAD4	2.127
SMAD4	4.628
VHL	-3.584
GATA3	2.317
FGFR2	3.053
RB1	1.796
MAP2K1	-0.809
BRCA2	0.626
CDK6	-3.501
REL	-0.347
MKI67	-3.03
MET	-1.606
RAF1	2.639
RB1	-2.985
BRCA2	3.701
FGFR2	-1.778
CDKN1A	-4.885
CDK2	2.484
ABL1	-0.01
PCNA	4.081
FGFR2	0.142
HRAS	4.888
MYC	4.822
BRCA1	-2.298
ERBB2	-4.734
PIK3CA	-3.366
BRAF	3.538
GATA3	-2.553
TERT	-3.071
RB1	-4.14
PTEN	-4.271
MAPK3	0.256
BRCA2	1.419
CCNE1	3.951
KRAS	4.317
E2F1	3.63
APC	2.258
HRAS	2.276
CDK6	-2.886
ABL1	-0.311
TNF	-2.246
GATA3	-2.266
AKT1	4.364
E2F1	-2.233
MAPK1	-4.875
CDKN1B	4.888
MYC	0.068
FGFR3	-3.334
STAT3	-4.675
JUN	-4.934
SRC	-1.302
GRB2	-2.398
CXCL8	2.863
SHC1	1.007
FGFR3	3.703
LCK	-3.446
HIF1A	2.599
APC	1.989
STAT3	-4.922
JAK2	-3.38
KRAS	2.817
MAPK3	-1.653
MET	-3.028
RB1	-1.476
CCNE1	0.306
E2F1	3.813
SMAD4	4.822
FOS	4.883
MAP2K1	4.202
RAF1	-2.236
VEGFA	-4.387
JAK2	-1.737
NRAS	1.248
BRAF	-1.695
CDKN2A	4.07
BRCA1	1.428
SRC	-2.165
VEGFA	3.703
BRAF	1.928
VEGFA	-4.619
FGFR1	-4.003
LCK	4.766
E2F2	-3.051
IL6	-3.937
KRAS	-0.038
MKI67	0.299
SOS1	1.669
SOS1	-2.072
NRAS	2.928
STAT3	4.659
HIF1A	4.927
MKI67	-1.912
E2F1	-1.123
VHL	4.623
GRB2	1.609
PCNA	-0.095
JAK2	3.561
SMAD4	-4.371
KIT	-0.206
PTEN	0.895
HIF1A	-1.273
JUN	-1.516
MAP2K1	0.374
KRAS	1.609
SRC	1.33
TP53	-1.253
GRB2	3.987
EGFR	-2.906
CDK6	2.323
RB1	4.683
MAPK1	-4.314
CCND1	-2.796
BRAF	4.729
BRAF	0.769
CDK6	-0.926
MYC	-4.26
CDH1	-3.16
BRCA1	3.973
CDK4	-4.78
FGFR1	2.9
CDKN1A	2.737
RAF1	1.98
EGFR	3.089
MDM2	-3.348
STAT3	-4.936
EGFR	4.027
CDKN1A	-0.297
REL	1.39
FOS	1.946
BRCA2	4.173
CDK6	-3.379
FGFR1	3.079
BRCA1	2.102
CDKN1A	4.975
CDKN2A	1.848
GRB2	-4.57
MAPK3	3.129
JAK2	-4.875
PTEN	-1.76
NRAS	-4.602
MAPK1	3.8
CDK6	0.536
KRAS	-3.012
MYC	1.537
CXCL8	3.516
GRB2	-1.138
CDH1	2.228
MDM2	1.188
MKI67	-0.248
NOTCH1	0.734
SRC	0.689
SRC	-1.295
KIT	0.447
HIF1A	2.796
MYC	-2.769
HRAS	-4.841
FGFR3	2.677
GRB2	-0.513
GATA3	-0.059
GRB2	-1.592
RAF1	-1.751
GATA3	-1.603
EGFR	1.139
JAK2	-3.277
PIK3CA	1.068
E2F1	-3.4
GRB2	-0.342
NRAS	-3.403
BRCA1	-1.721
GATA3	0.585
VHL	-4.633
E2F1	-4.765
PIK3CA	4.857
CCND1	-2.439
E2F1	1.572
APC	-0.383
CCNE1	-3.474
MAP2K2	-0.529
IL10	-3.602
FOS	-2.003
CDK6	-2.808
FGFR1	4.644
KIT	-0.447
MAPK1	3.526
CDK6	-2.916
CDK4	0.861
CDK4	-2.137
VHL	-4.106
PDGFRA	1.239
TERT	4.137
STAT3	-1.219
SHC1	-2.856
TP53	-1.691
BRCA1	3.046
PDGFRA	2.053
FGFR3	-1.193
MET	-1.48
TP53	-2.144
SRC	4.852
AKT1	0.169
RAF1	4.637
PDGFRA	-0.94
PDGFRA	2.219
PCNA	-2.417
JUN	-4.458
SOS1	-4.542
APC	0.805
JAK2	-2.776
IL6	4.902
CDKN2A	4.343
CDH1	-3.086
TNF	-3.619
KIT	-2.069
GRB2	-2.403
SOS1	4.699
PDGFRA	-2.643
CDKN2A	-1.516
CDKN1B	-0.147
PCNA	2.55
E2F2	-2.269
STAT3	4.237
RAF1	-3.713
FOS	2.429
JAK2	3.972
MET	3.627
CDKN1A	0.671
MET	-3.216
FGFR3	1.671
VEGFA	-0.144
CDK4	3.337
FGFR1	1.188
JUN	-4.261
TERT	-1.057
FGFR3	2.406
MAPK3	2.565
E2F2	-4.816
GRB2	-1.001
VEGFA	-4.325
TP53	-2.182
HIF1A	-1.47
RAF1	-3.044
RB1	-2.545
VEGFA	1.096
GRB2	1.935
RAF1	3.893
VHL	4.357
NFKB1	-1.726
SOS1	3.169
MET	0.049
AKT1	-1.398
RB1	-4.836
CDH1	2.184
NRAS	1.406
FGFR2	4.45
VHL	1.807
SOS1	0.72
ABL1	-0.222
VEGFA	3.164
CDK4	-2.268
KRAS	3.076
ABL1	1.145
JAK2	0.399
KRAS	0.025
FGFR2	-0.213
SHC1	-4.69
MET	-3.762
TNF	-3.262
CDKN1A	-4.229
BRAF	2.606
JAK2	3.112
TNF	3.117
SOS1	1.499
MYC	2.326
SYK	2.439
IL10	-2.391
JAK2	-4.126
TNF	-0.601
NOTCH1	4.143
RB1	-2.651
ABL1	3.173
HIF1A	4.086
HRAS	0.217
TP53	2.215
SMAD4	-1.904
CDK6	-0.765
SYK	-1.468
RAF1	-1.318
NRAS	-3.264
REL	-0.315
NOTCH1	-4.775
E2F2	2.876
E2F2	0.221
BRCA1	-2.687
RB1	1.771
NFKB1	3.831
IL6	2.185
LCK	-3.761
SMAD4	-3.904
SMAD4	-0.1
ERBB2	2.699
NFKB1	-3.143
FGFR3	0.928
GRB2	-0.292
PCNA	-3.71
PCNA	-4.931
SHC1	-2.688
CDK6	0.694
NOTCH1	-3.376
CDKN1A	1.028
HRAS	-3.29
MAP2K2	1.935
ABL1	-2.076
MAP2K1	0.032
NOTCH1	1.163
CDKN1A	1.295
CDKN1B	3.499
CDH1	3.767
E2F1	-2.506
CDKN1B	1.98
ABL1	0.452
MYC	2.869
PCNA	-4.651
TP53	-4.44
VEGFA	-1.604
JAK2	0.244
BRCA2	2.207
KRAS	2.3
APC	2.289
FGFR2	-0.412
MAP2K2	-4.193
CDK2	1.1
PIK3CA	-0.71
FGFR3	-4.745
TERT	0.812
CDK2	0.464
MAPK1	2.428
KRAS	1.792
STAT3	-3.804
EGFR	1.798
BRCA1	-4.056
NRAS	0.01
CDKN1A	-1.952
CDKN1A	1.077
CDKN1A	4.115
IL6	-2.227
FGFR1	3.1
RB1	-2.741
NFKB1	-2.498
PCNA	-4.5
MKI67	-3.394
BRCA2	-0.247
SMAD4	-4.5
MAP2K2	2.135
CCND1	-1.494
MAPK1	-0.255
CDK2	3.87
NRAS	-1.175
FGFR1	-3.917
APC	-4.109
EGFR	0.213
NRAS	-4.943
RB1	2.611
KIT	2.746
CDKN1B	4.628
VEGFA	2.678
SRC	1.796
AKT1	-4.141
FGFR3	1.009
TERT	-0.451
VEGFA	4.397
FGFR2	-2.231
NFKB1	-3.675
NRAS	1.436
NRAS	-0.704
NFKB1	-1.838
CDKN2A	2.976
CDKN2A	0.035
PIK3CA	-0.289
ABL1	-2.784
E2F2	-1.436
NRAS	-0.945
KIT	-3.595
SMAD4	3.54
PDGFRA	4.513
CDK4	-4.372
SYK	-2.37
JAK2	-2.073
CDKN1B	3.677
GATA3	3.953
CDKN1B	0.727
KIT	-2.448
MAPK3	-1.377
BRCA1	0.604
PTEN	1.732
REL	2.912
BRCA2	-0.694
HRAS	4.665
VHL	-4.545
CCND1	-4.537
BRCA2	4.566
JUN	4.288
E2F1	-0.908
E2F1	-1.798
TNF	0.824
SOS1	0.02
CCNE1	-2.911
MAP2K1	3.618
RB1	0.882
TNF	-4.407
CDKN1A	0.063
CDK4	-0.827
TP53	-2.808
MYC	-0.64
PIK3CA	4.96
LCK	2.789
CDH1	-0.166
CDKN2A	2.575
FGFR2	-4.808
MAPK1	0.255
FGFR3	-0.62
EGFR	2.787
NRAS	1.77
CCNE1	3.835
PCNA	0.98
MKI67	-3.295
MKI67	1.439
STAT3	-4.006
TP53	1.971
CDKN2A	-4.148
JAK2	0.48
E2F2	3.29
BRCA1	0.878
CDK2	-1.034
CXCL8	1.71
PCNA	-4.49
GRB2	4.802
VHL	2.439
FGFR2	2.061
ABL1	3.705
FOS	0.408
MDM2	-1.83
FGFR3	-1.095
CDK6	-3.071
SMAD4	-2.184
RB1	4.879
REL	2.306
KIT	2.261
MAP2K2	-1.148
CDK4	-0.056
RB1	-3.337
FGFR3	-2.769
CDK2	-1.257
VHL	0.488
TNF	0.361
TNF	4.701
JAK2	0.205
NRAS	-0.789
MAP2K2	1.209
GRB2	3.671
PTEN	1.069
CXCL8	-3.413
MAP2K1	-4.896
IL6	2.395
PIK3CA	0.548
IL6	0.37
PDGFRA	-4.701
E2F2	-3.45
CDK2	4.547
IL10	-1.294
PDGFRA	-2.301
MYC	4.582
E2F1	2.757
JUN	-3.999
PIK3CA	3.181
SMAD4	1.17
SHC1	-3.844
LCK	2.392
ERBB2	-1.352
LCK	-4.319
CDK4	-2.387
EGFR	3.732
CDK4	-1.789
CDKN1A	-0.757
VHL	3.202
MET	-0.877
NOTCH1	2.823
SMAD4	-2.26
BRCA1	-3.353
TNF	-2.775
RB1	3.01
CCND1	1.235
HRAS	3.972
CCND1	-3.21
JAK2	2.412
CDKN1B	2.928
CDKN1B	-1.424
JAK2	-3.669
PDGFRA	-1.625
MAPK3	4.21
PIK3CA	-0.058
CXCL8	4.336
MYC	-3.156
BRCA1	-3.563
IL6	1.796
NFKB1	-1.882
PTEN	-0.546
VHL	0.349
HIF1A	-0.506
MAP2K1	-1.982
CDK2	0.414
MAP2K1	-1.568
VHL	-2.749
CDK2	2.786
HIF1A	-0.818
NRAS	2.034
APC	-1.904
GRB2	-2.91
REL	3.316
JAK2	-4.531
KRAS	-0.316
MKI67	-1.094
CCND1	3.193
MAPK3	-2.149
FGFR2	-0.323
CXCL8	4.195
CDKN2A	-1.845
CDK6	-0.413
CDK6	1.443
IL6	-3.4
APC	0.153
TERT	4.947
CDKN2A	-4.236
AKT1	-4.505
MAP2K1	-3.62
GATA3	-3.289
CDK4	-1.105
AKT1	0.497
BRAF	3.394
FOS	-1.824
FGFR3	2.157
MKI67	-3.982
VHL	-4.365
PDGFRA	3.836
JAK2	0.313
FGFR2	-2.399
CCND1	-3.799
PIK3CA	-2.56
SMAD4	3.444
CCND1	3.549
VHL	4.132
BRAF	-2.91
IL6	-4.986
CDK6	-0.372
MAP2K1	-2.631
LCK	-1.665
EGFR	-2.017
GRB2	-4.741
SHC1	0.683
MET	1.138
PDGFRA	-2.112
BRAF	2.395
MAPK1	1.222
SMAD4	3.154
PTEN	3.321
MET	-3.486
TP53	-4.495
CCND1	-3.991
JUN	-4.405
MAPK1	-2.465
PIK3CA	-2.834
AKT1	2.073
PIK3CA	-4.062
CDH1	2.012
SRC	-2.597
ABL1	-3.394
CDK6	-4.722
FGFR3	3.366
NFKB1	0.023
CCND1	-2.094
KRAS	2.885
PDGFRA	-2.79
SOS1	-3.635
SMAD4	-2.275
MAP2K1	-1.878
MAP2K2	-0.659
GATA3	-1.079
ERBB2	-4.28
VHL	0.615
GRB2	1.861
CDH1	-0.482
CDKN1B	4.117
HRAS	3.603
MAPK3	2.545
REL	-3.837
CDK2	3.191
BRCA1	-3.552
CDK6	0.454
VHL	-0.398
MAP2K2	1.409
NRAS	2.182
E2F2	2.219
KIT	-3.922
CXCL8	0.487
FGFR1	4.2
CDKN2A	-4.045
AKT1	3.141
PDGFRA	0.93
NRAS	-3.584
HIF1A	1.484
HRAS	-3.892
PIK3CA	-1.777
PCNA	3.386
MAPK3	0.444
CDKN1A	0.498
SMAD4	3.664
VEGFA	-4.678
APC	1.153
MAPK3	-2.315
BRCA2	-4.905
PIK3CA	4.393
GRB2	-4.993
CDK6	3.323
SHC1	4.237
NOTCH1	-4.723
APC	-4.345
JUN	-1.745
KRAS	-0.013
AKT1	-3.362
PDGFRA	3.179
HRAS	2.2
PDGFRA	-3.629
MYC	-1.312
IL6	-0.906
FOS	2.426
CCNE1	-3.624
MAPK3	-3.591
KRAS	4.522
SYK	-2.845
CDH1	-4.587
EGFR	-2.105
MAP2K2	-0.263
CDKN2A	-3.747
BRAF	3.468
SYK	-1.078
JAK2	4.923
SMAD4	-0.373
TNF	-3.076
KIT	2.595
JAK2	3.457
GATA3	-4.548
PCNA	-3.482
CCND1	4.507
TNF	3.284
MAP2K2	-2.905
CDH1	3.44
FOS	-0.422
MYC	0.541
BRAF	0.065
JAK2	-3.057
BRAF	4.068
MAP2K1	2.166
BRCA1	-1.377
PIK3CA	-2.236
FOS	0.516
HRAS	-3.558
FGFR2	-2.886
E2F1	-2.216
CDK6	-3.569
CDK6	0.454
PTEN	2.649
RB1	1.773
GATA3	4.003
PDGFRA	-1.473
SMAD4	0.894
MYC	-3.536
FGFR3	1.741
PDGFRA	0.341
FOS	0.576
TERT	-3.453
FGFR2	1.801
IL6	3.798
HRAS	0.905
ERBB2	3.496
KIT	4.816
TERT	-1.147
STAT3	-4.956
